Time:20150623060859,LShift
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061116,WheelDown
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061117,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061118,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061119,WheelUp
Time:20150623061120,WheelUp
Time:20150623061120,WheelUp
Time:20150623061120,WheelUp
Time:20150623061120,WheelUp
Time:20150623061120,WheelUp
Time:20150623061120,WheelUp
Time:20150623061121,LButton
Time:20150623061127,RButton
Time:20150623061127,WheelUp
Time:20150623061128,LButton
Time:20150623061129,LButton
Time:20150623061130,LButton
Time:20150623061130,LButton
Time:20150623061132,WheelUp
Time:20150623061132,WheelUp
Time:20150623061132,WheelUp
Time:20150623061132,WheelUp
Time:20150623061132,WheelUp
Time:20150623061132,WheelUp
Time:20150623061132,WheelUp
Time:20150623061132,WheelUp
Time:20150623061132,WheelUp
Time:20150623061133,WheelDown
Time:20150623061133,WheelDown
Time:20150623061134,XButton2
Time:20150623061134,LButton
Time:20150623061135,WheelDown
Time:20150623061135,WheelDown
Time:20150623061135,WheelDown
Time:20150623061135,WheelDown
Time:20150623061135,WheelDown
Time:20150623061135,WheelDown
Time:20150623061135,WheelDown
Time:20150623061135,WheelDown
Time:20150623061136,LButton
Time:20150623061137,LButton
Time:20150623061137,LButton
Time:20150623061138,LButton
Time:20150623061139,LButton
Time:20150623061140,WheelDown
Time:20150623061140,WheelDown
Time:20150623061140,WheelDown
Time:20150623061140,WheelDown
Time:20150623061140,WheelDown
Time:20150623061140,WheelDown
Time:20150623061140,WheelDown
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061141,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,WheelUp
Time:20150623061142,XButton1
Time:20150623061143,WheelDown
Time:20150623061143,WheelDown
Time:20150623061143,WheelDown
Time:20150623061143,WheelDown
Time:20150623061143,WheelDown
Time:20150623061143,WheelDown
Time:20150623061143,WheelDown
Time:20150623061143,WheelDown
Time:20150623061143,WheelDown
Time:20150623061143,WheelDown
Time:20150623061144,RButton
Time:20150623061144,XButton1
Time:20150623061145,WheelDown
Time:20150623061145,WheelDown
Time:20150623061145,WheelDown
Time:20150623061145,WheelDown
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061147,WheelUp
Time:20150623061148,WheelUp
Time:20150623061148,WheelDown
Time:20150623061148,WheelDown
Time:20150623061148,WheelDown
Time:20150623061148,WheelDown
Time:20150623061148,WheelDown
Time:20150623061148,WheelDown
Time:20150623061148,WheelDown
Time:20150623061148,WheelDown
Time:20150623061148,WheelDown
Time:20150623061148,WheelDown
Time:20150623061149,RButton
Time:20150623061150,LButton
Time:20150623061151,XButton2
Time:20150623061151,LButton
Time:20150623061152,LButton
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061153,WheelUp
Time:20150623061154,WheelUp
Time:20150623061154,WheelUp
Time:20150623061154,WheelUp
Time:20150623061154,WheelUp
Time:20150623061154,WheelUp
Time:20150623061154,WheelUp
Time:20150623061154,WheelUp
Time:20150623061154,WheelUp
Time:20150623061154,WheelUp
Time:20150623061154,XButton2
Time:20150623061154,LButton
Time:20150623061156,LButton
Time:20150623061157,LButton
Time:20150623061159,XButton2
Time:20150623061159,RButton
Time:20150623061200,WheelDown
Time:20150623061200,WheelDown
Time:20150623061201,WheelUp
Time:20150623061201,WheelUp
Time:20150623061201,WheelUp
Time:20150623061201,WheelUp
Time:20150623061201,WheelUp
Time:20150623061201,WheelDown
Time:20150623061201,WheelDown
Time:20150623061201,WheelDown
Time:20150623061201,WheelDown
Time:20150623061201,WheelDown
Time:20150623061201,WheelDown
Time:20150623061201,WheelDown
Time:20150623061201,WheelDown
Time:20150623061201,WheelDown
Time:20150623061202,WheelDown
Time:20150623061202,WheelDown
Time:20150623061202,WheelDown
Time:20150623061202,WheelDown
Time:20150623061202,WheelDown
Time:20150623061202,WheelDown
Time:20150623061202,WheelDown
Time:20150623061202,WheelDown
Time:20150623061202,WheelDown
Time:20150623061202,WheelDown
Time:20150623061202,XButton1
Time:20150623061203,WheelDown
Time:20150623061203,WheelDown
Time:20150623061203,WheelDown
Time:20150623061203,WheelDown
Time:20150623061203,WheelDown
Time:20150623061203,WheelDown
Time:20150623061203,WheelDown
Time:20150623061203,WheelDown
Time:20150623061203,WheelDown
Time:20150623061203,RButton
Time:20150623061204,LButton
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061205,WheelDown
Time:20150623061206,RButton
Time:20150623061206,WheelUp
Time:20150623061206,WheelUp
Time:20150623061207,WheelDown
Time:20150623061209,RButton
Time:20150623061209,WheelDown
Time:20150623061209,WheelUp
Time:20150623061210,LButton
Time:20150623061210,WheelUp
Time:20150623061211,WheelUp
Time:20150623061211,WheelUp
Time:20150623061211,WheelUp
Time:20150623061211,WheelUp
Time:20150623061211,WheelUp
Time:20150623061211,WheelUp
Time:20150623061211,WheelUp
Time:20150623061211,WheelUp
Time:20150623061211,WheelUp
Time:20150623061215,LButton
Time:20150623061216,LButton
Time:20150623061218,RButton
Time:20150623061218,WheelDown
Time:20150623061220,LButton
Time:20150623061220,LButton
Time:20150623061221,LButton
Time:20150623061221,RButton
Time:20150623061222,WheelDown
Time:20150623061222,WheelDown
Time:20150623061222,WheelDown
Time:20150623061223,WheelDown
Time:20150623061223,WheelDown
Time:20150623061223,WheelDown
Time:20150623061223,WheelDown
Time:20150623061223,WheelDown
Time:20150623061223,WheelDown
Time:20150623061223,WheelUp
Time:20150623061223,WheelUp
Time:20150623061223,WheelUp
Time:20150623061223,WheelUp
Time:20150623061223,WheelUp
Time:20150623061223,WheelUp
Time:20150623061223,WheelUp
Time:20150623061223,WheelUp
Time:20150623061224,RButton
Time:20150623061224,XButton1
Time:20150623061225,LButton
Time:20150623061226,LButton
Time:20150623061228,LButton
